Destination,Origin,Orig_x,Orig_y,Population,Dest_x,Dest_y,iso_n3_d
Australia,Lebanon,35.862285,33.854721,551,133.775136,-25.274398,036
Austria,Syria,38.996815,34.802075,46833,14.550072,47.516231,040
Austria,Afghanistan,67.709953,33.93911,29983,14.550072,47.516231,040
Austria,Russia,105.318756,61.52401,10568,14.550072,47.516231,040
Austria,Iraq,43.679291,33.223191,7915,14.550072,47.516231,040
Austria,Somalia,46.199616,5.152149,6490,14.550072,47.516231,040
Austria,Iran,53.688046,32.427908,5135,14.550072,47.516231,040
Austria,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,1068,14.550072,47.516231,040
Austria,Turkey,35.243322,38.963745,701,14.550072,47.516231,040
Austria,Armenia,45.038189,40.069099,602,14.550072,47.516231,040
Austria,China,104.195397,35.86166,582,14.550072,47.516231,040
Azerbaijan,Afghanistan,67.709953,33.93911,627,47.576927,40.143105,031
Azerbaijan,Russia,105.318756,61.52401,389,47.576927,40.143105,031
Azerbaijan,Iran,53.688046,32.427908,41,47.576927,40.143105,031
Azerbaijan,Pakistan,69.345116,30.375321,15,47.576927,40.143105,031
Azerbaijan,Syria,38.996815,34.802075,15,47.576927,40.143105,031
Azerbaijan,Yemen,48.516388,15.552727,9,47.576927,40.143105,031
Azerbaijan,Ukraine,31.16558,48.379433,6,47.576927,40.143105,031
Azerbaijan,Iraq,43.679291,33.223191,5,47.576927,40.143105,031
Bahamas,Cuba,-77.781167,21.521757,7,-77.39628,25.03428,
Bahrain,Iraq,43.679291,33.223191,246,50.637772,25.930414,048
Bahrain,Yemen,48.516388,15.552727,9,50.637772,25.930414,048
Bangladesh,Myanmar,95.956223,21.913965,943228,90.356331,23.684994,050
Bangladesh,Somalia,46.199616,5.152149,5,90.356331,23.684994,050
Belarus,Ukraine,31.16558,48.379433,2206,27.953389,53.709807,112
Belarus,Afghanistan,67.709953,33.93911,210,27.953389,53.709807,112
Belarus,Syria,38.996815,34.802075,88,27.953389,53.709807,112
Belarus,Georgia,43.356892,42.315407,57,27.953389,53.709807,112
Belarus,Yemen,48.516388,15.552727,43,27.953389,53.709807,112
Belarus,Iraq,43.679291,33.223191,13,27.953389,53.709807,112
Belarus,Tajikistan,71.276093,38.861034,12,27.953389,53.709807,112
Belarus,Libya,17.228331,26.3351,9,27.953389,53.709807,112
Belarus,Azerbaijan,47.576927,40.143105,5,27.953389,53.709807,112
Belarus,Egypt,30.802498,26.820553,5,27.953389,53.709807,112
Belgium,Syria,38.996815,34.802075,14777,4.469936,50.503887,056
Belgium,Iraq,43.679291,33.223191,5335,4.469936,50.503887,056
Belgium,Afghanistan,67.709953,33.93911,4969,4.469936,50.503887,056
Belgium,Guinea,-9.696645,9.945587,3606,4.469936,50.503887,056
Belgium,Russia,105.318756,61.52401,2857,4.469936,50.503887,056
Belgium,Somalia,46.199616,5.152149,1990,4.469936,50.503887,056
Belgium,Eritrea,39.782334,15.179384,1906,4.469936,50.503887,056
Belgium,Iran,53.688046,32.427908,1508,4.469936,50.503887,056
Belgium,DRC,21.758664,-4.038333,1440,4.469936,50.503887,056
Belgium,Turkey,35.243322,38.963745,1409,4.469936,50.503887,056
Belize,El Salvador,-88.89653,13.794185,24,-88.49765,17.189877,084
Benin,CAR,20.939444,6.611111,912,2.315834,9.30769,204
Benin,C̫te d'Ivoire,-5.54708,7.539989,164,2.315834,9.30769,204
Benin,DRC,21.758664,-4.038333,12,2.315834,9.30769,204
Benin,Mali,-3.996166,17.570692,10,2.315834,9.30769,204
Benin,Syria,38.996815,34.802075,10,2.315834,9.30769,204
Benin,Yemen,48.516388,15.552727,8,2.315834,9.30769,204
Benin,Sri Lanka,80.771797,7.873054,7,2.315834,9.30769,204
Benin,Burundi,29.918886,-3.373056,5,2.315834,9.30769,204
Benin,Pakistan,69.345116,30.375321,5,2.315834,9.30769,204
Bolivia,Peru,-75.015152,-9.189967,515,-63.588653,-16.290154,068
Bolivia,Colombia,-74.297333,4.570868,222,-63.588653,-16.290154,068
Bolivia,Syria,38.996815,34.802075,22,-63.588653,-16.290154,068
Bolivia,Iraq,43.679291,33.223191,16,-63.588653,-16.290154,068
Bolivia,Chile,-71.542969,-35.675147,9,-63.588653,-16.290154,068
Bolivia,Cuba,-77.781167,21.521757,9,-63.588653,-16.290154,068
Bolivia,Russia,105.318756,61.52401,5,-63.588653,-16.290154,068
Bos. & Herz.,Croatia,15.2,45.1,5120,17.679076,43.915886,070
Bos. & Herz.,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,63,17.679076,43.915886,070
Bos. & Herz.,Syria,38.996815,34.802075,15,17.679076,43.915886,070
Bos. & Herz.,Turkey,35.243322,38.963745,13,17.679076,43.915886,070
Botswana,Namibia,18.49041,-22.95764,896,24.684866,-22.328474,072
Botswana,Zimbabwe,29.154857,-19.015438,667,24.684866,-22.328474,072
Botswana,Somalia,46.199616,5.152149,303,24.684866,-22.328474,072
Botswana,DRC,21.758664,-4.038333,101,24.684866,-22.328474,072
Botswana,Burundi,29.918886,-3.373056,48,24.684866,-22.328474,072
Botswana,Rwanda,29.873888,-1.940278,20,24.684866,-22.328474,072
Botswana,Uganda,32.290275,1.373333,19,24.684866,-22.328474,072
Botswana,Eritrea,39.782334,15.179384,10,24.684866,-22.328474,072
Brazil,Syria,38.996815,34.802075,3164,-51.92528,-14.235004,076
Brazil,DRC,21.758664,-4.038333,1497,-51.92528,-14.235004,076
Brazil,Colombia,-74.297333,4.570868,1291,-51.92528,-14.235004,076
Brazil,Angola,17.873887,-11.202692,1128,-51.92528,-14.235004,076
Brazil,Palestine,34.308825,31.354676,514,-51.92528,-14.235004,076
Brazil,Lebanon,35.862285,33.854721,407,-51.92528,-14.235004,076
Brazil,Iraq,43.679291,33.223191,296,-51.92528,-14.235004,076
Brazil,Pakistan,69.345116,30.375321,282,-51.92528,-14.235004,076
Brazil,Liberia,-9.429499,6.428055,259,-51.92528,-14.235004,076
Brazil,Cuba,-77.781167,21.521757,190,-51.92528,-14.235004,076
Bulgaria,Syria,38.996815,34.802075,16983,25.48583,42.733883,100
Bulgaria,Iraq,43.679291,33.223191,1141,25.48583,42.733883,100
Bulgaria,Afghanistan,67.709953,33.93911,191,25.48583,42.733883,100
Bulgaria,Iran,53.688046,32.427908,59,25.48583,42.733883,100
Bulgaria,Somalia,46.199616,5.152149,47,25.48583,42.733883,100
Bulgaria,Lebanon,35.862285,33.854721,23,25.48583,42.733883,100
Bulgaria,Pakistan,69.345116,30.375321,21,25.48583,42.733883,100
Bulgaria,Egypt,30.802498,26.820553,14,25.48583,42.733883,100
Bulgaria,Armenia,45.038189,40.069099,13,25.48583,42.733883,100
Bulgaria,Ethiopia,40.489673,9.145,13,25.48583,42.733883,100
Burkina Faso,Mali,-3.996166,17.570692,24392,-1.561593,12.238333,854
Burkina Faso,CAR,20.939444,6.611111,181,-1.561593,12.238333,854
Burkina Faso,Chad,18.732207,15.454166,81,-1.561593,12.238333,854
Burkina Faso,DRC,21.758664,-4.038333,33,-1.561593,12.238333,854
Burkina Faso,Burundi,29.918886,-3.373056,31,-1.561593,12.238333,854
Burkina Faso,Congo,15.827659,-0.228021,28,-1.561593,12.238333,854
Burkina Faso,Rwanda,29.873888,-1.940278,20,-1.561593,12.238333,854
Burkina Faso,Togo,0.824782,8.619543,14,-1.561593,12.238333,854
Burkina Faso,Cameroon,12.354722,7.369722,6,-1.561593,12.238333,854
Burkina Faso,Turkey,35.243322,38.963745,5,-1.561593,12.238333,854
Burundi,DRC,21.758664,-4.038333,67419,29.918886,-3.373056,108
Burundi,Rwanda,29.873888,-1.940278,466,29.918886,-3.373056,108
Burundi,Somalia,46.199616,5.152149,23,29.918886,-3.373056,108
Burundi,Turkey,35.243322,38.963745,21,29.918886,-3.373056,108
Burundi,Mali,-3.996166,17.570692,13,29.918886,-3.373056,108
Burundi,Uganda,32.290275,1.373333,7,29.918886,-3.373056,108
Burundi,United Rep. of Tanzania,34.888822,-6.369028,5,29.918886,-3.373056,108
Cambodia,Viet Nam,108.277199,14.058324,32,104.990963,12.565679,116
Cambodia,Myanmar,95.956223,21.913965,19,104.990963,12.565679,116
Cambodia,Pakistan,69.345116,30.375321,5,104.990963,12.565679,116
Cambodia,Sri Lanka,80.771797,7.873054,5,104.990963,12.565679,116
Cameroon,CAR,20.939444,6.611111,259775,12.354722,7.369722,120
Cameroon,Nigeria,8.675277,9.081999,97086,12.354722,7.369722,120
Cameroon,Chad,18.732207,15.454166,1543,12.354722,7.369722,120
Cameroon,Rwanda,29.873888,-1.940278,859,12.354722,7.369722,120
Cameroon,DRC,21.758664,-4.038333,534,12.354722,7.369722,120
Cameroon,Sudan,30.217636,12.862807,83,12.354722,7.369722,120
Cameroon,C̫te d'Ivoire,-5.54708,7.539989,68,12.354722,7.369722,120
Cameroon,Burundi,29.918886,-3.373056,67,12.354722,7.369722,120
Cameroon,Congo,15.827659,-0.228021,52,12.354722,7.369722,120
Cameroon,Togo,0.824782,8.619543,17,12.354722,7.369722,120
Canada,Colombia,-74.297333,4.570868,7766,-106.346771,56.130366,124
Canada,China,104.195397,35.86166,7265,-106.346771,56.130366,124
Canada,Haiti,-72.285215,18.971187,6918,-106.346771,56.130366,124
Canada,Pakistan,69.345116,30.375321,5356,-106.346771,56.130366,124
Canada,Nigeria,8.675277,9.081999,5088,-106.346771,56.130366,124
Canada,Sri Lanka,80.771797,7.873054,3933,-106.346771,56.130366,124
Canada,Turkey,35.243322,38.963745,3676,-106.346771,56.130366,124
Canada,Mexico,-102.552784,23.634501,3627,-106.346771,56.130366,124
Canada,Afghanistan,67.709953,33.93911,3494,-106.346771,56.130366,124
Canada,Hungary,19.503304,47.162494,3334,-106.346771,56.130366,124
Cayman Islands,Cuba,-77.781167,21.521757,28,-80.566956,19.513469,136
Central African Republic,DRC,21.758664,-4.038333,4064,20.939444,6.611111,140
Central African Republic,South Sudan,30,8,2523,20.939444,6.611111,140
Central African Republic,Chad,18.732207,15.454166,1682,20.939444,6.611111,140
Central African Republic,Sudan,30.217636,12.862807,511,20.939444,6.611111,140
Central African Republic,Rwanda,29.873888,-1.940278,194,20.939444,6.611111,140
Central African Republic,Burundi,29.918886,-3.373056,24,20.939444,6.611111,140
Central African Republic,Angola,17.873887,-11.202692,14,20.939444,6.611111,140
Central African Republic,Congo,15.827659,-0.228021,13,20.939444,6.611111,140
Central African Republic,Turkey,35.243322,38.963745,10,20.939444,6.611111,140
Central African Republic,C̫te d'Ivoire,-5.54708,7.539989,9,20.939444,6.611111,140
Chad,Sudan,30.217636,12.862807,331839,18.732207,15.454166,148
Chad,CAR,20.939444,6.611111,102541,18.732207,15.454166,148
Chad,Nigeria,8.675277,9.081999,10294,18.732207,15.454166,148
Chad,Niger,8.081666,17.607789,594,18.732207,15.454166,148
Chad,DRC,21.758664,-4.038333,345,18.732207,15.454166,148
Chad,Syria,38.996815,34.802075,49,18.732207,15.454166,148
Chad,Ethiopia,40.489673,9.145,17,18.732207,15.454166,148
Chad,Cameroon,12.354722,7.369722,16,18.732207,15.454166,148
Chad,Rwanda,29.873888,-1.940278,13,18.732207,15.454166,148
Chad,Congo,15.827659,-0.228021,10,18.732207,15.454166,148
Chile,Colombia,-74.297333,4.570868,1218,-71.542969,-35.675147,152
Chile,Peru,-75.015152,-9.189967,113,-71.542969,-35.675147,152
Chile,Syria,38.996815,34.802075,107,-71.542969,-35.675147,152
Chile,Turkey,35.243322,38.963745,26,-71.542969,-35.675147,152
Chile,Ecuador,-78.183406,-1.831239,23,-71.542969,-35.675147,152
Chile,Cuba,-77.781167,21.521757,18,-71.542969,-35.675147,152
Chile,Palestine,34.308825,31.354676,15,-71.542969,-35.675147,152
Chile,Afghanistan,67.709953,33.93911,13,-71.542969,-35.675147,152
Chile,El Salvador,-88.89653,13.794185,9,-71.542969,-35.675147,152
Chile,Venezuela (Bolivarian Republic of),-66.58973,6.42375,9,-71.542969,-35.675147,152
China,Viet Nam,108.277199,14.058324,321502,104.195397,35.86166,156
China,Somalia,46.199616,5.152149,95,104.195397,35.86166,156
China,Syria,38.996815,34.802075,51,104.195397,35.86166,156
China,Pakistan,69.345116,30.375321,18,104.195397,35.86166,156
China,Iraq,43.679291,33.223191,15,104.195397,35.86166,156
China,Palestine,34.308825,31.354676,13,104.195397,35.86166,156
China,Afghanistan,67.709953,33.93911,9,104.195397,35.86166,156
China,Yemen,48.516388,15.552727,9,104.195397,35.86166,156
China,Burundi,29.918886,-3.373056,5,104.195397,35.86166,156
China,DRC,21.758664,-4.038333,5,104.195397,35.86166,156
Colombia,Cuba,-77.781167,21.521757,74,-74.297333,4.570868,170
Colombia,Venezuela (Bolivarian Republic of),-66.58973,6.42375,62,-74.297333,4.570868,170
Colombia,Ethiopia,40.489673,9.145,17,-74.297333,4.570868,170
Colombia,Nicaragua,-85.207229,12.865416,14,-74.297333,4.570868,170
Colombia,El Salvador,-88.89653,13.794185,11,-74.297333,4.570868,170
Colombia,Somalia,46.199616,5.152149,11,-74.297333,4.570868,170
Colombia,Afghanistan,67.709953,33.93911,9,-74.297333,4.570868,170
Colombia,Ecuador,-78.183406,-1.831239,9,-74.297333,4.570868,170
Colombia,Iraq,43.679291,33.223191,9,-74.297333,4.570868,170
Colombia,Syria,38.996815,34.802075,8,-74.297333,4.570868,170
Costa Rica,Colombia,-74.297333,4.570868,2349,-83.753428,9.748917,188
Costa Rica,El Salvador,-88.89653,13.794185,725,-83.753428,9.748917,188
Costa Rica,Nicaragua,-85.207229,12.865416,461,-83.753428,9.748917,188
Costa Rica,Cuba,-77.781167,21.521757,384,-83.753428,9.748917,188
Costa Rica,Venezuela (Bolivarian Republic of),-66.58973,6.42375,340,-83.753428,9.748917,188
Costa Rica,Honduras,-86.241905,15.199999,157,-83.753428,9.748917,188
Costa Rica,Guatemala,-90.230759,15.783471,27,-83.753428,9.748917,188
Costa Rica,Nigeria,8.675277,9.081999,19,-83.753428,9.748917,188
Costa Rica,Russia,105.318756,61.52401,19,-83.753428,9.748917,188
Costa Rica,Ukraine,31.16558,48.379433,17,-83.753428,9.748917,188
Croatia,Syria,38.996815,34.802075,273,15.2,45.1,191
Croatia,Iraq,43.679291,33.223191,73,15.2,45.1,191
Croatia,Afghanistan,67.709953,33.93911,51,15.2,45.1,191
Croatia,Bos. & Herz.,17.679076,43.915886,37,15.2,45.1,191
Croatia,Somalia,46.199616,5.152149,23,15.2,45.1,191
Croatia,Eritrea,39.782334,15.179384,21,15.2,45.1,191
Croatia,Turkey,35.243322,38.963745,16,15.2,45.1,191
Croatia,Iran,53.688046,32.427908,14,15.2,45.1,191
Croatia,Russia,105.318756,61.52401,14,15.2,45.1,191
Croatia,Nigeria,8.675277,9.081999,10,15.2,45.1,191
Cuba,Western Sahara,-12.885834,24.215527,124,-77.781167,21.521757,192
Cuba,Syria,38.996815,34.802075,43,-77.781167,21.521757,192
Cuba,Afghanistan,67.709953,33.93911,42,-77.781167,21.521757,192
Cuba,Iran,53.688046,32.427908,21,-77.781167,21.521757,192
Cuba,Eritrea,39.782334,15.179384,20,-77.781167,21.521757,192
Cuba,Yemen,48.516388,15.552727,17,-77.781167,21.521757,192
Cuba,Palestine,34.308825,31.354676,6,-77.781167,21.521757,192
Cuba,Ethiopia,40.489673,9.145,5,-77.781167,21.521757,192
Cyprus,Syria,38.996815,34.802075,5579,33.429859,35.126413,196
Cyprus,Palestine,34.308825,31.354676,1978,33.429859,35.126413,196
Cyprus,Iraq,43.679291,33.223191,874,33.429859,35.126413,196
Cyprus,Iran,53.688046,32.427908,535,33.429859,35.126413,196
Cyprus,Turkey,35.243322,38.963745,193,33.429859,35.126413,196
Cyprus,Somalia,46.199616,5.152149,161,33.429859,35.126413,196
Cyprus,Egypt,30.802498,26.820553,104,33.429859,35.126413,196
Cyprus,Georgia,43.356892,42.315407,85,33.429859,35.126413,196
Cyprus,Russia,105.318756,61.52401,77,33.429859,35.126413,196
Cyprus,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,59,33.429859,35.126413,196
Czech Republic,Ukraine,31.16558,48.379433,444,15.472962,49.817492,203
Czech Republic,Syria,38.996815,34.802075,365,15.472962,49.817492,203
Czech Republic,Belarus,27.953389,53.709807,364,15.472962,49.817492,203
Czech Republic,Russia,105.318756,61.52401,319,15.472962,49.817492,203
Czech Republic,Afghanistan,67.709953,33.93911,234,15.472962,49.817492,203
Czech Republic,Kazakhstan,66.923684,48.019573,234,15.472962,49.817492,203
Czech Republic,Cuba,-77.781167,21.521757,228,15.472962,49.817492,203
Czech Republic,Iraq,43.679291,33.223191,199,15.472962,49.817492,203
Czech Republic,Myanmar,95.956223,21.913965,160,15.472962,49.817492,203
Czech Republic,Uzbekistan,64.585262,41.377491,99,15.472962,49.817492,203
DRC,Rwanda,29.873888,-1.940278,218480,21.758664,-4.038333,180
DRC,CAR,20.939444,6.611111,176319,21.758664,-4.038333,180
DRC,South Sudan,30,8,93087,21.758664,-4.038333,180
DRC,Burundi,29.918886,-3.373056,46500,21.758664,-4.038333,180
DRC,Congo,15.827659,-0.228021,658,21.758664,-4.038333,180
DRC,Angola,17.873887,-11.202692,490,21.758664,-4.038333,180
DRC,Sudan,30.217636,12.862807,146,21.758664,-4.038333,180
DRC,Uganda,32.290275,1.373333,15,21.758664,-4.038333,180
DRC,Somalia,46.199616,5.152149,14,21.758664,-4.038333,180
DRC,C̫te d'Ivoire,-5.54708,7.539989,5,21.758664,-4.038333,180
Denmark,Syria,38.996815,34.802075,19417,9.501785,56.26392,208
Denmark,Eritrea,39.782334,15.179384,4290,9.501785,56.26392,208
Denmark,Iran,53.688046,32.427908,3181,9.501785,56.26392,208
Denmark,Afghanistan,67.709953,33.93911,2710,9.501785,56.26392,208
Denmark,Somalia,46.199616,5.152149,1294,9.501785,56.26392,208
Denmark,Russia,105.318756,61.52401,976,9.501785,56.26392,208
Denmark,Iraq,43.679291,33.223191,551,9.501785,56.26392,208
Denmark,Ethiopia,40.489673,9.145,95,9.501785,56.26392,208
Denmark,DRC,21.758664,-4.038333,85,9.501785,56.26392,208
Denmark,Uganda,32.290275,1.373333,75,9.501785,56.26392,208
Djibouti,Somalia,46.199616,5.152149,12084,42.590275,11.825138,262
Djibouti,Yemen,48.516388,15.552727,4290,42.590275,11.825138,262
Djibouti,Ethiopia,40.489673,9.145,500,42.590275,11.825138,262
Djibouti,Eritrea,39.782334,15.179384,380,42.590275,11.825138,262
Djibouti,Iraq,43.679291,33.223191,14,42.590275,11.825138,262
Djibouti,Kenya,37.906193,-0.023559,11,42.590275,11.825138,262
Djibouti,Syria,38.996815,34.802075,10,42.590275,11.825138,262
Djibouti,Sudan,30.217636,12.862807,6,42.590275,11.825138,262
Dominican Republic,Haiti,-72.285215,18.971187,564,-70.162651,18.735693,214
Dominican Republic,Ecuador,-78.183406,-1.831239,5,-70.162651,18.735693,214
Ecuador,Colombia,-74.297333,4.570868,47934,-78.183406,-1.831239,218
Ecuador,Cuba,-77.781167,21.521757,212,-78.183406,-1.831239,218
Ecuador,Afghanistan,67.709953,33.93911,111,-78.183406,-1.831239,218
Ecuador,Peru,-75.015152,-9.189967,81,-78.183406,-1.831239,218
Ecuador,Syria,38.996815,34.802075,51,-78.183406,-1.831239,218
Ecuador,Iraq,43.679291,33.223191,40,-78.183406,-1.831239,218
Ecuador,Russia,105.318756,61.52401,31,-78.183406,-1.831239,218
Ecuador,Iran,53.688046,32.427908,29,-78.183406,-1.831239,218
Ecuador,Pakistan,69.345116,30.375321,28,-78.183406,-1.831239,218
Ecuador,Nigeria,8.675277,9.081999,24,-78.183406,-1.831239,218
Egypt,Syria,38.996815,34.802075,129737,30.802498,26.820553,818
Egypt,Palestine,34.308825,31.354676,70020,30.802498,26.820553,818
Egypt,Sudan,30.217636,12.862807,18589,30.802498,26.820553,818
Egypt,South Sudan,30,8,6275,30.802498,26.820553,818
Egypt,Iraq,43.679291,33.223191,4269,30.802498,26.820553,818
Egypt,Ethiopia,40.489673,9.145,3525,30.802498,26.820553,818
Egypt,Eritrea,39.782334,15.179384,3445,30.802498,26.820553,818
Egypt,Somalia,46.199616,5.152149,3408,30.802498,26.820553,818
Egypt,C̫te d'Ivoire,-5.54708,7.539989,109,30.802498,26.820553,818
Egypt,Yemen,48.516388,15.552727,87,30.802498,26.820553,818
El Salvador,Honduras,-86.241905,15.199999,17,-88.89653,13.794185,222
El Salvador,Nicaragua,-85.207229,12.865416,7,-88.89653,13.794185,222
El Salvador,Iraq,43.679291,33.223191,5,-88.89653,13.794185,222
El Salvador,Syria,38.996815,34.802075,5,-88.89653,13.794185,222
Eritrea,Somalia,46.199616,5.152149,2109,39.782334,15.179384,232
Eritrea,Sudan,30.217636,12.862807,69,39.782334,15.179384,232
Eritrea,Ethiopia,40.489673,9.145,29,39.782334,15.179384,232
Eritrea,South Sudan,30,8,8,39.782334,15.179384,232
Estonia,Syria,38.996815,34.802075,154,25.013607,58.595272,233
Estonia,Ukraine,31.16558,48.379433,82,25.013607,58.595272,233
Estonia,Iraq,43.679291,33.223191,32,25.013607,58.595272,233
Estonia,Russia,105.318756,61.52401,29,25.013607,58.595272,233
Estonia,Sudan,30.217636,12.862807,22,25.013607,58.595272,233
Estonia,Afghanistan,67.709953,33.93911,21,25.013607,58.595272,233
Estonia,Sri Lanka,80.771797,7.873054,12,25.013607,58.595272,233
Estonia,Belarus,27.953389,53.709807,6,25.013607,58.595272,233
Estonia,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,5,25.013607,58.595272,233
Ethiopia,South Sudan,30,8,444982,40.489673,9.145,231
Ethiopia,Somalia,46.199616,5.152149,256378,40.489673,9.145,231
Ethiopia,Eritrea,39.782334,15.179384,169895,40.489673,9.145,231
Ethiopia,Sudan,30.217636,12.862807,43758,40.489673,9.145,231
Ethiopia,Kenya,37.906193,-0.023559,3459,40.489673,9.145,231
Ethiopia,Yemen,48.516388,15.552727,1662,40.489673,9.145,231
Ethiopia,DRC,21.758664,-4.038333,629,40.489673,9.145,231
Ethiopia,Djibouti,42.590275,11.825138,78,40.489673,9.145,231
Ethiopia,Burundi,29.918886,-3.373056,57,40.489673,9.145,231
Ethiopia,Uganda,32.290275,1.373333,18,40.489673,9.145,231
Finland,Iraq,43.679291,33.223191,8148,25.748151,61.92411,246
Finland,Somalia,46.199616,5.152149,3300,25.748151,61.92411,246
Finland,Afghanistan,67.709953,33.93911,2729,25.748151,61.92411,246
Finland,Syria,38.996815,34.802075,2461,25.748151,61.92411,246
Finland,Iran,53.688046,32.427908,869,25.748151,61.92411,246
Finland,Eritrea,39.782334,15.179384,761,25.748151,61.92411,246
Finland,Russia,105.318756,61.52401,746,25.748151,61.92411,246
Finland,Turkey,35.243322,38.963745,175,25.748151,61.92411,246
Finland,Nigeria,8.675277,9.081999,162,25.748151,61.92411,246
Finland,Yemen,48.516388,15.552727,160,25.748151,61.92411,246
France,Sri Lanka,80.771797,7.873054,23941,2.213749,46.227638,250
France,DRC,21.758664,-4.038333,16004,2.213749,46.227638,250
France,Afghanistan,67.709953,33.93911,15876,2.213749,46.227638,250
France,Russia,105.318756,61.52401,15721,2.213749,46.227638,250
France,Syria,38.996815,34.802075,14121,2.213749,46.227638,250
France,Serb. & Kos.: S/RES/1244 (1999),21.005859,44.016521,13483,2.213749,46.227638,250
France,Sudan,30.217636,12.862807,12762,2.213749,46.227638,250
France,Cambodia,104.990963,12.565679,11241,2.213749,46.227638,250
France,Turkey,35.243322,38.963745,10849,2.213749,46.227638,250
France,Guinea,-9.696645,9.945587,8460,2.213749,46.227638,250
Gabon,Chad,18.732207,15.454166,561,11.609444,-0.803689,266
Gabon,Congo,15.827659,-0.228021,86,11.609444,-0.803689,266
